"State: (0, 0)","State: (0, 1)","State: (0, 2)","State: (0, 3)","State: (0, 4)","State: (0, 5)","Wall: (1, 0)","State: (1, 1)","State: (1, 2)","State: (1, 3)","Wall: (1, 4)","State: (1, 5)","State: (2, 0)","State: (2, 1)","State: (2, 2)","State: (2, 3)","Wall: (2, 4)","State: (2, 5)","State: (3, 0)","State: (3, 1)","State: (3, 2)","State: (3, 3)","Wall: (3, 4)","State: (3, 5)","State: (4, 0)","Wall: (4, 1)","State: (4, 2)","State: (4, 3)","State: (4, 4)","State: (4, 5)","State: (5, 0)","State: (5, 1)","State: (5, 2)","State: (5, 3)","State: (5, 4)","State: (5, 5)"
19.02721767,18.34410812,17.80965213,17.30405791,16.84523642,16.34061064,0,16.74416933,17.32687877,16.98413637,0,15.89788294,18.44380207,18.01911103,16.7336134,16.63870989,0,15.46256656,18.07360083,18.89213087,18.41106594,17.01242662,0,16.22318824,17.60791171,0,19.26219156,18.76668281,17.31232822,17.39303462,18.7927395,17.12083663,18.7774154,19.60202697,19.00741751,18.49448659
19.83694596,19.14460114,18.60104112,18.08655625,17.61990979,17.10657984,0,17.53555832,18.10947479,17.75882049,0,16.65619247,19.22271458,18.79073164,17.49779344,17.40450009,0,16.21329301,18.84399785,19.65505014,19.1660387,17.76045022,0,16.94747511,18.37081327,0,20.01205813,19.50843576,18.04633642,18.11613156,19.56304187,17.88385527,19.52065287,20.3390848,19.73687729,19.21605848
20.63857698,19.93708925,19.38451624,18.86122962,18.38683645,17.86488937,0,18.31903344,18.88424486,18.52575779,0,17.40691892,19.99299494,19.55388675,18.25365685,18.16255815,0,16.95651222,19.60585823,20.40952494,19.91265003,18.5002477,0,17.6635767,19.12526121,0,20.75344751,20.24182485,18.77206392,18.83105013,20.32407164,18.63766856,20.25542951,21.06779403,20.45807855,19.92946246
21.43219171,20.72165249,20.16015662,19.62815628,19.14609386,18.61561582,0,19.09467382,19.65126726,19.28502573,0,18.15013812,20.75473894,20.30866942,19.00129448,18.91296225,0,17.69229925,20.35927668,21.15564886,20.65099387,19.23191156,0,18.37158035,19.87134934,0,21.48646685,20.96695311,19.48961147,19.53788025,21.07601191,19.3824603,20.98185744,21.78824704,21.17111349,20.63478932
22.21787032,21.49837012,20.92804062,20.38741369,19.89775872,19.35883502,0,19.86255782,20.41061944,20.03670101,0,18.88592515,21.50804129,21.05517168,19.7407962,19.65578977,0,18.42072842,21.10434685,21.89351445,21.38116301,19.95553317,0,19.07157453,20.60917038,0,22.21122129,21.68392204,20.19907854,20.23671256,21.81903499,20.11840337,21.70004619,22.50053699,21.87607485,21.33213049
22.99569215,22.2673206,21.6882458,21.13907855,20.64190694,20.09462205,0,20.62276299,21.16237813,20.78085955,0,19.61435433,22.25299565,21.79348456,20.47225087,20.39111729,0,19.14187333,21.84116136,22.62321323,22.10324917,20.67120277,0,19.76364859,21.33881606,0,22.92781404,22.39283151,20.90056328,20.92763817,22.55330349,20.84566077,22.41010285,23.20475744,22.57305562,22.02157769
23.76573579,23.02858159,22.44084894,21.88322677,21.3786137,20.82305123,0,21.37536614,21.90661924,21.51757653,0,20.33549923,22.98969464,22.52369807,21.19574639,21.11902064,0,19.8558068,22.56981179,23.34483571,22.81734292,21.37900951,0,20.44789236,22.06037706,0,23.63634641,23.09377985,21.59416247,21.61074833,23.27897129,21.56438665,23.11213219,23.90100204,23.26214878,22.70322267
24.52807901,23.78222999,23.18592607,22.61993353,22.10795341,21.54419613,0,22.12044327,22.64341796,22.24692636,0,21.0494327,23.71822985,23.24590123,21.91136966,21.83957485,0,20.56260095,23.29038872,24.05847139,23.52353381,22.07904146,0,21.12439588,22.77394308,0,24.33691786,23.78686384,22.27997154,22.28613417,23.99618435,22.27472713,23.80623672,24.58936436,23.94344708,23.37715699
25.28279882,24.52834192,23.92355245,23.34927324,22.82999975,22.2581296,0,22.85806965,23.37284872,22.96898271,0,21.75622685,24.43869185,23.9601821,22.61920667,22.55285423,0,21.26232718,24.00298169,24.76420877,24.22191027,22.77138561,0,21.79324918,23.47960281,0,25.02962609,24.47217871,22.95808457,22.95388655,24.70508151,22.97682112,24.49251683,25.2699376,24.61704282,24.04347181
26.02997144,25.26699275,24.65380258,24.07131957,23.54482563,22.96492375,0,23.58831978,24.09498518,23.68381851,0,22.45595308,25.15117022,24.66662775,23.31934242,23.2589323,0,21.95505616,24.70767928,25.4621354,24.91255974,23.4561279,0,22.45454204,24.17744394,0,25.71456705,25.1498182,23.62859423,23.61409585,25.40579518,23.67080097,25.17107084,25.94281444,25.28302773,24.70225777
26.76967236,25.99825709,25.37675023,24.78614546,24.25250328,23.66464998,0,24.31126743,24.8099003,24.39150597,0,23.14868207,25.85575352,25.3653243,24.011861,23.95788185,0,22.64085788,25.40456907,26.15233783,25.59556857,24.13335323,0,23.10836381,24.86852429,0,26.39183503,25.81987457,24.29159186,24.26685183,26.09854802,24.35686925,25.84200266,26.60808767,25.94149341,25.35360526
27.50197629,26.7222088,26.09246842,25.4938231,24.95310416,24.35737897,0,25.02698561,25.51766628,25.09211657,0,23.83448378,26.55252936,26.05635691,24.69684555,24.64977494,0,23.31980159,26.09373767,26.83490165,26.27102213,24.80314546,0,23.75480327,25.55401847,0,27.06152343,26.48243929,24.947168,24.91224394,26.78365475,25.03531531,26.50542411,27.26585092,26.59253206,25.9976051
28.22695719,27.43892102,26.80102944,26.19442399,25.64669905,25.04318068,0,25.73554664,26.21835462,25.78572108,0,24.51342749,27.24158433,26.73980983,25.37437833,25.33468289,0,23.99195588,26.77527074,27.50991151,26.93900486,25.46558759,0,24.39394885,26.23235086,0,27.72372568,27.13760382,25.59541318,25.55036192,27.46123977,25.70629498,27.16143385,27.91619721,27.23623544,26.63434786
28.9446883,28.14846613,27.50250487,26.88801888,26.33335801,25.72212439,0,26.43702207,26.91203609,26.47238957,0,25.18558178,27.9230041,27.41576635,26.04454066,26.01267631,0,24.65738864,27.44925297,28.17745112,27.59960034,26.12076187,0,25.02588913,26.90330803,0,28.3785338,27.7854584,26.23641693,26.18129526,28.13139279,26.36991017,27.81012408,28.55921846,27.87269429,27.26392322
29.65524212,28.8509158,28.19696557,27.57467784,27.0131504,26.39427868,0,27.13148276,27.59878077,27.15219138,0,25.85101454,28.59687337,28.08430886,26.70741303,26.68382508,0,25.31616709,28.11576811,28.83760326,28.25289122,26.76874959,0,25.65071252,27.56691876,0,29.02603797,28.42609161,26.87026725,26.80513254,28.79419662,27.02624662,28.45158381,29.19500524,28.50199805,27.88641966
30.35869042,29.546341,28.88448167,28.25447023,27.68614488,27.05971144,0,27.81899887,28.27865801,27.8251952,0,26.50979299,29.26327591,28.74551884,27.36307499,27.34819838,0,25.96835777,28.774899,29.49044979,28.89895913,27.40963104,0,26.26850669,28.22325433,0,29.66632653,29.05959032,27.49705049,27.42196116,29.44973206,27.67538533,29.08589999,29.82364677,29.12423476,28.50192433
31.05510426,30.23481196,29.56512263,28.92746471,28.35240944,27.71848989,0,28.49963983,28.9517365,28.49146899,0,27.16198368,29.92229455,29.39947688,28.01160527,28.00586469,0,26.61402657,29.42672754,30.13607166,29.53788473,28.04348547,0,26.87935823,28.87239286,0,30.29948602,29.68603975,28.11685143,28.03186721,30.09807887,28.31740548,29.71315783,30.44523083,29.73949108,29.11052301
31.74455397,30.91639823,30.2389572,29.59372926,29.01201136,28.37068058,0,29.1734744,29.61808422,29.15108006,0,27.80765247,30.5740112,30.04626267,28.65308169,28.65689181,0,27.25323869,30.07133473,30.77454893,30.1697477,28.67039113,0,27.48335244,29.51441298,0,30.92560131,30.30552355,28.72975329,28.63493536,30.73931589,28.95238521,30.33344097,31.05984383,30.34785225,29.71230009
32.4271092,31.59116865,30.90605343,30.25333119,29.66501728,29.01634937,0,29.84057063,30.27776848,29.80409504,0,28.44686459,31.21850685,30.68595502,29.28758122,29.30134682,0,27.8860587,30.70880067,31.40596076,30.79462675,29.2904253,0,28.08057328,30.1493927,0,31.54475569,30.91812391,29.33583783,29.23124894,31.37352108,29.58040172,30.94683157,31.66757076,30.94940212,30.30733858
33.1028389,32.25919139,31.56647873,30.90633711,30.31149316,29.65556149,0,30.50099592,30.93085592,30.45057988,0,29.0796846,31.85586163,31.31863189,29.91518,29.93929616,0,28.51255053,31.33920456,32.03038545,31.41259968,29.90366429,0,28.67110337,30.77740921,0,32.15703096,31.52392157,29.9351854,29.82088989,32.00077156,30.20153138,31.55341041,32.26849525,31.54422318,30.89572014
33.77181131,32.92053391,32.22029978,31.55281298,30.95150429,30.28838151,0,31.15481698,31.57741249,31.09059989,0,29.70617643,32.48615474,31.94437038,30.53595332,30.57080556,0,29.13277746,31.96262475,32.6479004,32.02374335,30.51018349,0,29.25502398,31.39853887,0,32.76250752,32.12299595,30.52787501,30.40393882,32.62114358,30.81584971,32.1532569,32.86269955,32.13239655,31.47752508
34.43409402,33.57526303,32.86758264,32.19282412,31.58511533,30.91487333,0,31.80209984,32.21750352,31.72421972,0,30.32640336,33.10946451,32.56324672,31.14997563,31.19594012,0,29.74680213,32.57913868,33.25858219,32.62813373,31.11005737,0,29.83241503,32.0128572,0,33.36126443,32.71542517,31.1139844,30.98047503,33.23471258,31.4234314,32.7464492,33.45026457,32.71400206,32.05283243
35.08975391,34.22344486,33.50839269,32.82643515,32.21239027,31.53510026,0,32.44290989,32.85119365,32.35150336,0,30.94042803,33.72586841,33.17533631,31.75732057,31.81476425,0,30.35468657,33.18882296,33.86250652,33.2258459,31.70335951,0,30.40335514,32.62043889,0,33.95337945,33.30128613,31.69359007,31.5505765,33.84155317,32.02435034,33.33306422,34.03126991,33.28911821,32.62171991
35.73885723,34.8651449,34.14279465,33.4537101,32.83339248,32.14912493,0,33.07731185,33.47854689,32.97251418,0,31.54831247,34.33544304,33.78071374,32.35806099,32.42734173,0,30.95649218,33.79175334,34.45974827,33.81695407,32.2901626,0,30.96792167,33.22135783,0,34.53892916,33.88065454,32.26676733,32.11432,34.44173912,32.61867957,33.91317772,34.60579389,33.85782226,33.184264
36.38146952,35.50042795,34.77085261,34.07471231,33.44818468,32.75700937,0,33.70536981,34.09962662,33.58731491,0,32.15011809,34.93826417,34.37945275,32.9522689,33.03373567,0,31.55227975,34.38800472,35.05038148,34.40153158,32.87053848,0,31.5261907,33.81568706,0,35.11798895,34.453605,32.83359036,32.67178101,35.03534341,33.20649137,34.48686434,35.17391357,34.42019025,33.74053996
37.01765571,36.12935819,35.39263,34.68950451,34.05682897,33.35881499,0,34.3271472,34.71449556,34.19596765,0,32.74590565,35.53440669,34.97162629,33.54001556,33.63400858,0,32.14210946,34.97765119,35.63447936,34.97965096,33.44455815,0,32.07823711,34.40349886,0,35.69063311,35.02021099,33.39413223,33.22303388,35.62243821,33.78785721,35.0541976,35.7357048,34.97629698,34.29062186
37.64748005,36.75199914,36.00818963,35.2981488,34.65938684,33.95460256,0,34.94270683,35.32321583,34.79853387,0,33.33573536,36.12394469,35.5573065,34.12137142,34.22822229,0,32.72604089,35.56076599,36.21211433,35.55138387,34.01229178,0,32.62413458,34.9848647,0,36.25693486,35.58054494,33.94846494,33.76815173,36.20309492,34.36284777,35.61524999,36.29124222,35.52621614,34.83458262
38.27100617,37.36841369,36.61759369,35.90070667,35.25591914,34.54443226,0,35.55211089,35.92584891,35.39507445,0,33.91966679,36.70695143,36.13656471,34.69640617,34.81643804,0,33.30413301,36.13742157,36.78335799,36.11680117,34.57380872,0,33.16395563,35.55985526,0,36.81696635,36.13467828,34.4966595,34.30720659,36.77738412,34.93153296,36.17009298,36.84059932,36.07002023,35.37249403
38.88829703,37.97866412,37.22090371,36.49723897,35.84648614,35.12836369,0,36.15542091,36.52245568,35.98564963,0,34.49775891,37.28349935,36.7094715,35.26518874,35.39871643,0,33.87644423,36.70768956,37.34828114,36.67597292,35.12917752,0,33.69777167,36.12854045,0,37.37079877,36.68268143,35.03878587,34.84026938,37.34537565,35.49398193,36.71879707,37.38384847,36.60778069,35.90442677
39.49941501,38.58281205,37.81818066,37.08780596,36.43114747,35.70645581,0,36.75269786,37.11309639,36.57031908,0,35.07007013,37.8538365,37.27623634,35.82789795,35.97512842,0,34.44303235,37.27178052,37.90707831,37.22907791,35.67855378,0,34.22565298,36.69098942,0,37.91851315,37.22464115,35.57492678,35.36741129,37.90713856,36.05026307,37.26144037,37.92106178,37.13956988,36.43045221
40.10442182,39.18091852,38.40948484,37.6724673,37.00996221,36.27876703,0,37.34400204,37.69783071,37.14914185,0,35.63665825,38.41811664,37.83700626,36.38467383,36.54574166,0,35.0039546,37.82985633,38.45991151,37.77626635,36.22207176,0,34.74766988,37.24727056,0,38.4601963,37.76064662,36.1051682,35.8887044,38.46274116,36.60044401,37.79810547,38.4523117,37.66546087,36.95064242
40.70337857,39.77304394,38.994876,38.25128204,37.58298882,36.84535515,0,37.9293932,38.27671771,37.7221764,0,36.1975805,38.97640647,38.39185604,36.93559633,37.11061708,0,35.55926765,38.38200189,39.00687141,38.31762657,36.75981628,0,35.26389339,37.7974515,0,38.99593388,38.29078124,36.62959194,36.40422103,39.01225101,37.14459165,38.328874,38.97767095,38.18552656,37.46506944
41.29634578,40.35924813,39.57441327,38.82430865,38.15028517,37.40627741,0,38.50893046,38.84981584,38.28948062,0,36.75289355,39.52877286,38.94085345,37.48073368,37.6698133,0,36.10902757,38.92828752,39.54802942,38.85323035,37.29185823,0,35.77439483,38.34159914,0,39.52580891,38.815125,37.14827667,36.91403318,39.55573491,37.68277214,38.85382547,39.49721219,38.69983953,37.973805
41.88338332,40.93959028,40.14815517,39.391605,38.71190857,37.96159045,0,39.08267237,39.41718301,38.85111181,0,37.30265348,40.07528207,39.48406385,38.02015045,38.22338791,0,36.65328991,39.46877975,40.08345175,39.38314473,37.81826436,0,36.27924534,38.87977963,0,40.04990166,39.33375526,37.66129862,37.41821233,40.09325895,38.21505093,39.37303713,40.0110078,39.20847182,38.47692034
42.46455051,41.51412902,40.71615967,39.9532284,39.26791576,38.51135038,0,39.65067687,39.97887652,39.40712671,0,37.84691582,40.61599962,40.02155141,38.55390979,38.77139778,0,37.19210964,40.0035436,40.61320282,39.90743495,38.33909959,0,36.77851564,39.41205842,0,40.56828982,39.84674715,38.16873198,37.91682933,40.62488848,38.74149273,39.88658407,40.51912968,39.71149486,38.97448611
43.03990603,42.0829224,41.27848413,40.50923559,39.81836288,39.05561272,0,40.21300133,40.53495311,39.95758147,0,38.38573555,41.15099023,40.55337947,39.08207394,39.31389919,0,37.72554119,40.53264316,41.13734601,40.42616505,38.85442768,0,37.27227584,39.93850022,0,41.08104869,40.35417373,38.67064902,38.4099543,41.15068814,39.26216155,40.39453938,41.02164908,40.2089793,39.46657218
43.60950802,42.64602785,41.83518537,41.05968271,40.36330555,39.59443245,0,40.76970257,41.08546894,40.50253169,0,38.91916709,41.68031786,41.07961057,39.60470433,39.85094783,0,38.25363843,41.05614169,41.65594391,40.93939813,39.36431135,0,37.76059535,40.45916904,0,41.58825137,40.85610617,39.16712028,38.8976565,41.67072187,39.77712071,40.8969743,41.51863647,40.70099495,39.95324762
44.173414,43.20350226,42.38631961,41.60462538,40.9027988,40.12786399,0,41.32083681,41.63047963,41.04203243,0,39.44726434,42.20404567,41.60030649,40.12186165,40.38259881,0,38.77645472,41.57410167,42.16905832,41.4471964,39.86881234,0,38.24354277,40.9741282,0,42.08996899,41.35261389,39.65821461,39.38000432,42.18505288,40.2864328,41.39395832,42.01016147,41.18761064,40.43458056
44.73168093,43.75540194,42.93194252,42.14411863,41.43689714,40.65596124,0,41.86645972,42.17004023,41.57613817,0,39.97008062,42.72223606,42.11552828,40.63360585,40.9089067,0,39.29404285,42.08658484,42.67675029,41.94962117,40.36799152,0,38.72118584,41.48344029,0,42.58627083,41.84376467,40.14399933,39.85706515,42.69374373,40.79015975,41.88555933,42.49629273,41.66889425,40.91063818
45.28436521,44.30178264,43.47210921,42.67821697,41.9656545,41.17877752,0,42.40662641,42.70420524,42.10490287,0,40.48766876,43.23495067,42.62533627,41.13999617,41.42992548,0,39.80645512,42.59365215,43.17908011,42.44673292,40.86190883,0,39.19359136,41.98716724,0,43.07722446,42.32962477,40.6245403,40.32890537,43.19685626,41.28836282,42.37184372,42.97709793,42.14491261,41.38148662
45.83152265,44.84269954,44.00687425,43.20697433,42.4891243,41.69636566,0,42.94139145,43.2330286,42.62837993,0,41.00008102,43.74225038,43.12979005,41.64109116,41.94570858,0,40.31374327,43.09536386,43.67610737,42.93859134,41.35062338,0,39.66082511,42.48537031,0,43.56289589,42.81025901,41.099902,40.79559033,43.69445163,41.78110258,42.85287645,43.45264372,42.61573152,41.84719101
46.37320854,45.37820729,44.53629165,43.73044413,43.00735942,42.20877792,0,43.47080885,43.75656375,43.14662224,0,41.50736918,44.24419537,43.62894851,42.13694863,42.45630892,0,40.81595856,43.59177945,44.16789092,43.42525528,41.83419346,0,40.13908354,42.97811007,0,44.04334964,43.28573086,41.5701476,41.25718435,44.18659036,42.26843894,43.32872116,43.92299569,43.08141568,42.30781542
46.90947758,45.90835997,45.06041489,44.24867925,43.5204122,42.71606608,0,43.99493209,44.27486356,43.65968213,0,42.00958446,44.74084505,44.12286984,42.63703171,42.96271003,0,41.3131517,44.08295773,44.65448891,43.90771405,42.31350624,0,40.62755569,43.46544643,0,44.51874107,43.75625769,42.03546191,41.71376282,44.67333228,42.75043115,43.79951326,44.38822562,43.54204664,42.76343824
47.44038395,46.43321114,45.57929691,44.76173203,44.02833447,43.21828136,0,44.51381411,44.78798038,44.16761144,0,42.50677761,45.23225814,44.61161154,43.14193938,43.46510962,0,41.80537293,44.56895676,45.13595878,44.38608781,42.78869798,0,41.1141124,43.94743864,0,44.98921851,44.22197758,42.49598066,42.16540872,45.15473657,43.22713782,44.26538313,44.84841131,43.99770754,43.21414129
47.96598126,46.95281381,46.09299012,45.26965429,44.53117752,43.71547451,0,45.02750732,45.29596605,44.67046147,0,42.99899883,45.71849264,45.09523042,43.64187987,43.96259852,0,42.29267195,45.04983392,45.61235729,44.85946681,43.25897184,0,41.59639147,44.42414531,0,45.4548223,44.68285129,42.95169443,42.61219416,45.63086176,43.6986169,44.72637615,45.30362713,44.44846458,43.65999223
48.48632261,47.46722047,46.60154642,45.77249735,45.02899215,44.20769573,0,45.53606361,45.79887187,45.16828301,0,43.48629786,46.19960586,45.57378263,44.13680936,44.45512262,0,42.775098,45.52564589,46.0837405,45.32789513,43.72435346,0,42.07396416,44.89562439,0,45.91559322,45.13892102,43.40264228,43.05418371,46.10176575,44.16492573,45.18253767,45.75394301,44.89438355,44.10105627
