"State: (0, 0)","State: (0, 1)","State: (0, 2)","State: (0, 3)","State: (0, 4)","State: (0, 5)","Wall: (1, 0)","State: (1, 1)","State: (1, 2)","State: (1, 3)","Wall: (1, 4)","State: (1, 5)","State: (2, 0)","State: (2, 1)","State: (2, 2)","State: (2, 3)","Wall: (2, 4)","State: (2, 5)","State: (3, 0)","State: (3, 1)","State: (3, 2)","State: (3, 3)","Wall: (3, 4)","State: (3, 5)","State: (4, 0)","Wall: (4, 1)","State: (4, 2)","State: (4, 3)","State: (4, 4)","State: (4, 5)","State: (5, 0)","State: (5, 1)","State: (5, 2)","State: (5, 3)","State: (5, 4)","State: (5, 5)"
81.51966544,80.12380512,78.88672671,77.69497841,76.63224919,75.45586085,0,77.82124391,77.72533776,76.77197837,0,74.42198208,77.2086063,76.70802633,75.63241852,75.73087269,0,73.40142614,76.2211323,76.78072643,75.75251863,73.87952775,0,72.39402257,75.17728936,0,75.87674337,74.77989061,72.70413631,71.8974774,76.02655195,73.7890103,74.77092939,75.03322185,73.88161875,72.78088554
81.70447076,80.30650267,79.06734644,77.87356901,76.80905388,75.63067898,0,78.00186364,77.90395065,76.94878552,0,74.59505204,77.38696469,76.88639683,75.80904048,75.9058914,0,73.5727654,76.39766193,76.95689603,75.92675612,74.05188511,0,72.56364845,75.35205339,0,76.04899945,74.95023499,72.87257768,72.06419216,76.19951291,73.96024011,74.94116214,75.20176446,74.04846472,72.94604854
81.88742804,80.48737325,79.24615997,78.05037371,76.98409054,75.80374894,0,78.18067717,78.08077742,77.12382461,0,74.7663913,77.56354071,77.06298375,75.98389625,76.07915993,0,73.74239127,76.57242736,77.13130416,76.09925144,74.22251908,0,72.73157806,75.52507089,0,76.21953319,75.11887621,73.03933497,72.2292401,76.37074987,74.12976329,75.10969338,75.36862241,74.21364294,73.10956058
82.06855575,80.66643512,79.42318537,78.22541037,77.15737683,75.9750882,0,78.35770257,78.25583592,77.2971133,0,74.93601717,77.73835204,77.23780491,76.15700347,76.25069578,0,73.91032089,76.74544612,77.30396842,76.27002199,74.39144689,0,72.89782839,75.69635922,0,76.3883618,75.28583125,73.20442499,72.39263788,76.54027955,74.29759639,75.27654005,75.53381246,74.37717002,73.2714381
82.24787218,80.84370639,79.59844052,78.39869666,77.32893027,76.14471407,0,78.53295772,78.42914385,77.46866912,0,75.10394679,77.91141624,77.41087797,76.32837963,76.42051628,0,74.07657121,76.91673559,77.47490623,76.43908501,74.55868559,0,73.06241622,75.86593558,0,76.55550229,75.45111698,73.36786438,72.55440195,76.70811856,74.46375584,75.44171893,75.69735124,74.53906242,73.4316974
82.42539546,81.01920494,79.77194312,78.57025009,77.49876817,76.31264369,0,78.70646032,78.6007187,77.63850938,0,75.27019712,78.08275068,77.58222038,76.49804204,76.58863858,0,74.24115904,77.08631297,77.64413482,76.60645755,74.72425204,0,73.22535817,76.03381699,0,76.72097154,75.61475005,73.52966962,72.71454862,76.87428338,74.62825795,75.60524663,75.8592552,74.69933642,73.59035461
82.60114351,81.19294851,79.9437107,78.740088,77.6669077,76.47889402,0,78.8782279,78.7705778,77.80665124,0,75.43478494,78.25237257,77.75184946,76.66600784,76.75507966,0,74.40410099,77.25419531,77.81167129,76.7721565,74.88816295,0,73.38667071,76.20002032,0,76.88478625,75.77674697,73.68985703,72.87309406,77.03879037,74.79111891,75.76713961,76.01954062,74.85800816,73.7474257
82.77513408,81.36495465,80.11376061,78.90822753,77.83336584,76.64348184,0,79.04827781,78.93873832,77.97311168,0,75.5977269,78.42029896,77.91978231,76.832294,76.91985633,0,74.56541353,77.42039947,77.97753252,76.93619859,75.05043488,0,73.54637012,76.36456228,0,77.04696294,75.93712409,73.84844277,73.03005425,77.20165576,74.95235477,75.92741416,76.17822366,75.01509362,73.90292648
82.94738475,81.53524074,80.28211003,79.07468567,77.9981594,76.8064238,0,79.21662723,79.10521724,78.13790753,0,75.75903943,78.58654672,78.08603591,76.9969173,77.08298525,0,74.72511294,77.58494218,78.14173527,77.09860037,75.21108419,0,73.70447255,76.52745941,0,77.20751798,76.09589759,74.00544283,73.18544502,77.36289563,75.11198145,76.08608642,76.33532029,75.17060863,74.05687263
83.11791291,81.70382396,80.44877595,79.23947923,78.16130503,76.96773633,0,79.38329315,79.27003137,78.30105542,0,75.91873885,78.75113259,78.25062704,77.15989438,77.24448287,0,74.88321537,77.74783999,78.30429611,77.25937824,75.3701271,0,73.86099395,76.68872812,0,77.36646758,76.25308349,74.16087306,73.33928206,77.52252597,75.27001477,76.24317237,76.49084634,75.32456884,74.20927966
83.2867358,81.87072136,80.61377522,79.40262486,78.32281921,77.12743575,0,79.54829242,79.43319736,78.46257184,0,76.07684127,78.91407313,78.41357231,77.3212417,77.40436553,0,75.03973677,77.9091093,78.46523143,77.41854842,75.52757968,0,74.01595014,76.84838462,0,77.52382778,76.40869765,74.31474914,73.49158087,77.6805626,75.42647038,76.39868783,76.64481747,75.47698977,74.36016292
83.45387047,82.03594979,80.7771245,79.56413903,78.48271824,77.28553817,0,79.7116417,79.5947317,78.6224731,0,76.23336268,79.07538473,78.57488817,77.48097555,77.56264936,0,75.19469297,78.06876636,78.6245575,77.57612698,75.6834578,0,74.16935678,77.006445,0,77.67961446,76.56275579,74.46708659,73.64235684,77.83702122,75.58136382,76.55264848,76.79724921,75.62788679,74.50953762
83.61933379,82.19952594,80.9388403,79.72403807,78.6410183,77.44205958,0,79.87335749,79.7546507,78.78077534,0,76.38831887,79.23508364,78.73459093,77.63911207,77.71935036,0,75.3480996,78.22682723,78.78229039,77.73212983,75.83777722,0,74.32122935,77.16292517,0,77.83384336,76.71527344,74.61790079,73.79162517,77.99191738,75.73471049,76.70506984,76.94815692,75.77727511,74.65741884
83.78314248,82.36146633,81.09893893,79.88233813,78.79773535,77.59701577,0,80.03345613,79.91297051,78.93749457,0,76.54172551,79.39318595,78.8926967,77.79566724,77.87448436,0,75.49997218,78.38330784,78.93844603,77.88657272,75.9905535,0,74.47158321,77.3178409,0,77.98653004,76.86626601,74.76720696,73.93940093,78.14526653,75.88652566,76.85596726,77.0975558,75.92516979,74.80382146
83.94531309,82.52178732,81.25743659,80.03905518,78.95288524,77.75042241,0,80.19195379,80.06970713,79.09264661,0,76.69359808,79.54970758,79.04922145,77.95065686,78.02806702,0,75.65032603,78.53822397,79.09304018,78.03947124,76.14180208,0,74.62043352,77.47120778,0,78.13768992,77.01574874,74.91502016,74.08569903,78.29708395,76.03682446,77.00535596,77.24546094,76.07158574,74.94876027
84.105862,82.68050511,81.41434927,80.19420507,79.10648364,77.90229498,0,80.34886647,80.22487639,79.24624714,0,76.84395193,79.70466431,79.20418099,78.10409659,78.18011385,0,75.79917635,78.69159122,79.24608844,78.19084083,76.29153823,0,74.76779534,77.62304129,0,78.28733826,77.16373672,75.06135533,74.23053425,78.44738478,76.18562188,77.153251,77.39188723,76.21653773,75.09224988
84.26480542,82.83763572,81.56969283,80.34780346,79.25854605,78.05264883,0,80.50421003,80.37849396,79.39831166,0,76.99280225,79.85807175,79.35759096,78.25600193,78.33064022,0,75.94653816,78.84342505,79.39760629,78.34069678,76.43977707,0,74.91368354,77.77335673,0,78.43549017,77.31024488,75.20622723,74.3739212,78.59618406,76.33293281,77.2996673,77.53684946,76.36004038,75.23430476
84.42215942,82.99319503,81.72348296,80.49986588,79.40908784,78.20149915,0,80.65800016,80.53057535,79.54885554,0,77.14016407,80.00994538,79.50946686,78.40638823,78.47966133,0,76.09242637,78.99374078,79.547609,78.48905422,76.58653356,0,75.05811287,77.92216924,0,78.58216061,77.45528803,75.34965048,74.51587436,78.74349666,76.47877195,77.44461963,77.68036224,76.50210817,75.37493925
84.57793987,83.14719875,81.87573519,80.65040767,79.55812422,78.34886097,0,80.81025239,80.68113594,79.69789399,0,77.28605227,80.16030049,79.65982403,78.55527066,78.62719224,0,76.23685569,79.14255356,79.69611173,78.63592812,76.73182253,0,75.2010979,78.06949385,0,78.72736439,77.5988808,75.49163957,74.65640805,78.88933733,76.62315391,77.5881226,77.82244005,76.64275543,75.51416754
84.73216253,83.29966243,82.0264649,80.79944405,79.70567024,78.49474917,0,80.9609821,80.83019092,79.84544205,0,77.43048159,80.30915226,79.80867765,78.70266428,78.77324784,0,76.37984072,79.2898784,79.84312948,78.78133332,76.87565864,0,75.34265309,78.2153454,0,78.87111618,77.74103769,75.63220884,74.79553648,79.03372067,76.76609315,77.73019071,77.96309722,76.78199635,75.65200366
84.88484296,83.45060148,82.17568732,80.94699007,79.8517408,78.63917849,0,81.11020452,80.97775536,79.99151464,0,77.57346663,80.4565157,79.95604276,78.84858397,78.91784288,0,76.52139591,79.43573017,79.98867709,78.92528451,77.01805642,0,75.48279273,78.35973861,0,79.01343048,77.88177306,75.77137246,74.93327367,79.17666116,76.90760399,77.87083827,78.10234796,76.91984499,75.78846155
85.03599659,83.60003115,82.32341752,81.09306063,79.99635066,78.78216353,0,81.25793472,81.12384415,80.13612651,0,77.71502181,80.60240568,80.10193424,78.99304447,79.06099198,0,76.66153555,79.58012357,80.13276926,79.06779621,77.15903026,0,75.62153097,78.50268804,0,79.15432167,78.02110112,75.9091445,75.06963355,79.31817313,77.04770062,78.01007949,78.24020631,77.05631525,75.92355496
85.18563869,83.74796652,82.46967042,81.23767049,80.13951443,78.92371871,0,81.40418762,81.26847206,80.27929226,0,77.85516145,80.74683691,80.24636682,79.13606036,79.2027096,0,76.8002738,79.72307318,80.27542053,79.20888283,77.29859438,0,75.75888184,78.64420812,0,79.29380398,78.15903594,76.04553887,75.20462987,79.45827078,77.1863971,78.14792841,78.37668618,77.19142091,76.05729752
85.33378438,83.89442255,82.61446079,81.38083426,80.28124656,79.06385835,0,81.54897799,81.4116537,80.42102636,0,77.9938997,80.88982396,80.38935509,79.2776461,79.34301004,0,76.93762466,79.86459341,80.41664533,79.34855861,77.43676289,0,75.8948592,78.78431313,0,79.43189149,78.29559144,76.18056933,75.33827628,79.5969682,77.32370736,78.28439894,78.51180135,77.3251756,76.18970275
85.4804486,84.03941401,82.75780326,81.52256639,80.42156137,79.2025966,0,81.69232046,81.55340352,80.56134312,0,78.13125057,81.03138126,80.53091349,79.41781599,79.48190748,0,77.07360202,80.00469856,80.5564579,79.48683765,77.57354974,0,76.02947679,78.9230172,0,79.56859816,78.43078142,76.31424953,75.47058626,79.7342793,77.45964519,78.41950487,78.64556546,77.45759283,76.32078401
85.62564619,84.18295557,82.89971232,81.6628812,80.56047304,79.33994747,0,81.83422952,81.69373585,80.70025671,0,78.26722793,81.17152311,80.67105633,79.55658419,79.61941594,0,77.20821962,80.14340276,80.69487237,79.62373392,77.70896874,0,76.16274821,79.06033433,0,79.70393778,78.56461953,76.44659296,75.60157317,79.87021789,77.59422424,78.55325983,78.77799201,77.58868597,76.45055453
85.76939181,84.32506171,83.04020228,81.80179287,80.6979956,79.47592483,0,81.97471948,81.83266486,80.83778117,0,78.40184552,81.31026364,80.80979775,79.6939647,79.75554933,0,77.34149103,80.28072001,80.83190271,79.75926125,77.84303357,0,76.29468692,79.19627839,0,79.83792402,78.69711929,76.57761299,75.73125025,80.00479764,77.72745806,78.68567731,78.90909436,77.71846824,76.5790274
85.91169998,84.46574679,83.17928735,81.93931542,80.83414293,79.61054242,0,82.11380455,81.97020458,80.97393039,0,78.53511694,81.44761685,80.94715177,79.82997142,79.89032139,0,77.47342974,80.41666417,80.96756278,79.89343333,77.97575776,0,76.42530624,79.33086309,0,79.97057042,78.82829407,76.70732285,75.85963059,80.13803208,77.85936004,78.8167707,79.03888576,77.84695275,76.70621561
86.05258506,84.60502503,83.31698157,82.07546276,80.96892879,79.74381384,0,82.25149877,82.10636891,81.10871813,0,78.66705565,81.58359662,81.08313225,79.96461807,80.02374573,0,77.60404907,80.55124897,81.10186626,80.0262637,78.10715473,0,76.55461938,79.46410202,0,80.10189038,78.95815713,76.83573564,75.98672716,80.26993463,77.98994345,78.94655321,79.16737931,77.97415248,76.83213198
86.1920613,84.74291049,83.45329886,82.21024862,81.1023668,79.87575255,0,82.38781605,82.2411716,81.24215798,0,78.79767497,81.71821666,81.21775295,80.09791826,80.15583583,0,77.7333622,80.68448798,81.23482672,80.15776579,78.23723775,0,76.68263938,79.59600864,0,80.23189715,79.08672157,76.96286432,76.11255278,80.40051856,78.11922144,79.07503796,79.29458797,78.10008025,76.95678924
86.33014278,84.8794171,83.58825297,82.34368663,81.23447043,80.00637187,0,82.52277017,82.37462626,81.37426345,0,78.9269881,81.85149057,81.35102745,80.22988546,80.28660503,0,77.8613822,80.81639467,81.36645759,80.28795286,78.36601995,0,76.80937919,79.72659625,0,80.36060387,79.21400039,77.08872174,76.23712017,80.52979702,78.24720703,79.20223791,79.4205246,78.2247488,77.08019998
86.46684345,85.01455864,83.72185754,82.47579026,81.36525303,80.135685,0,82.65637474,82.50674638,81.50504786,0,79.05500811,81.9834318,81.48296921,80.36053298,80.41606654,0,77.98812201,80.94698235,81.49677217,80.41683808,78.49351434,0,76.9348516,79.85587804,0,80.48802353,79.34000644,77.21332061,76.3604419,80.65778302,78.37391309,79.32816592,79.54520191,78.34817071,77.20237664
86.60217712,85.14834877,83.85412608,82.60657286,81.4947278,80.26370501,0,82.78864328,82.63754531,81.63452443,0,79.18174792,82.11405368,81.61359156,80.48987403,80.54423344,0,78.11359443,81.0762642,81.62578362,80.54443446,78.6197338,0,77.0590693,79.98386706,0,80.61416902,79.46475245,77.3366735,76.48253044,80.78448947,78.4993524,79.45283469,79.66863248,78.47035843,77.32333158
86.73615745,85.28080101,83.98507193,82.73604763,81.62290783,80.39044482,0,82.91958913,82.76703624,81.76270624,0,79.30722033,82.24336938,81.74290769,80.61792168,80.67111868,0,78.23781212,81.20425328,81.75350496,80.67075489,78.74469107,0,77.18204481,80.11057624,0,80.73905305,79.588251,77.45879288,76.60339811,80.90992912,78.6235376,79.57625681,79.79082879,78.59132431,77.443077
86.86879798,85.41192872,84.11470832,82.86422766,81.74980607,80.51591723,0,83.04922552,82.89523227,81.88960623,0,79.43143802,82.37139198,81.87093068,80.74468885,80.79673506,0,78.36078764,81.33096251,81.8799491,80.79581212,78.86839878,0,77.30379058,80.23601837,0,80.86268826,79.71051459,77.57969109,76.72305711,81.03411463,78.74648119,79.69844475,79.91180317,78.71108057,77.56162499
87.00011211,85.54174517,84.24304836,82.99112589,81.87543532,80.64013492,0,83.17756556,83.02214635,82.01523723,0,79.55441354,82.49813439,81.99767344,80.87018836,80.92109529,0,78.4825334,81.45640469,82.00512881,80.91961879,78.99086942,0,77.42431889,80.36020612,0,80.98508713,79.83155555,77.69938032,76.84151955,81.15705851,78.86819558,79.81941084,80.03156784,78.82963929,77.67898754
87.13011311,85.67026345,84.370105,83.11675515,81.99980828,80.76311044,0,83.3046222,83.14779128,82.13961192,0,79.67615931,82.62360941,82.12314877,80.99443287,81.04421192,0,78.60306172,81.58059248,82.12905674,81.0421874,79.11211537,0,77.54364192,80.48315203,0,81.10626202,79.95138612,77.81787268,76.95879737,81.27877315,78.98869302,79.9391673,80.15013489,78.94701246,77.79517648
87.25881409,85.79749655,84.49589107,83.24112811,82.12293752,80.88485621,0,83.43040827,83.27217977,82.26274286,0,79.79668762,82.74782972,82.24736937,81.11743494,81.16609738,0,78.72238475,81.70353842,82.25174539,81.16353034,79.23214886,0,77.66177173,80.60486851,0,81.22622516,80.07001839,77.93518013,77.07490243,81.39927083,79.10798569,80.05772623,80.26751629,79.06321191,77.91020356
87.38622807,85.92345732,84.62041929,83.36425735,82.24483547,81.00538452,0,83.55493649,83.39532438,82.3846425,0,79.91601065,82.87080786,82.37034776,81.23920699,81.28676399,0,78.84051455,81.82525493,82.37320716,81.28365985,79.35098203,0,77.77872024,80.72536785,0,81.34498868,80.18746434,78.05131451,77.18984644,81.51856371,79.22608559,80.17509959,80.38372391,79.1782494,78.02408039
87.51236791,86.04815849,84.74370222,83.4861553,82.36551444,81.12470755,0,83.67821942,83.51723754,82.50532315,0,80.03414045,82.99255624,82.49209637,81.35976133,81.40622394,0,78.95746306,81.9457543,82.49345433,81.40258808,79.46862687,0,77.89449926,80.84466223,0,81.46256458,80.30373585,78.16628756,77.30364103,81.6366638,79.34300465,80.29129925,80.49876947,79.29213653,78.13681847
87.63724636,86.17161264,84.86575234,83.60683427,82.48498663,81.24283736,0,83.80026953,83.63793158,82.62479699,0,80.15108896,83.11308717,82.6126275,81.47911013,81.52448929,0,79.07324209,82.0650487,82.61249902,81.52032703,79.58509527,0,78.0091205,80.96276368,0,81.57896472,80.41884464,78.28011089,77.41629768,81.75358303,79.45875466,80.40633692,80.61266459,79.4048848,78.24842918
87.76087602,86.29383227,84.98658195,83.72630645,82.60326409,81.35978586,0,83.92109915,83.75741868,82.74307609,0,80.26686799,83.2324128,82.73195333,81.59726544,81.64157199,0,79.18786333,82.18315018,82.73035328,81.63688859,79.70039899,0,78.12259553,81.07968415,0,81.69420087,80.53280236,78.39279599,77.52782778,81.8693332,79.57334729,80.52022424,80.72542079,79.51650561,78.35892381
87.88326939,86.41482969,85.10620327,83.84458392,82.72035879,81.47556489,0,84.04072047,83.87571091,82.86017241,0,80.38148923,83.35054521,82.8500859,81.7142392,81.75748387,0,79.30133836,82.30007067,82.84702901,81.75228455,79.81454968,0,78.23493581,81.19543543,0,81.80828466,80.64562051,78.50435425,77.63824258,81.98392597,79.68679411,80.63297271,80.83704943,79.62701023,78.4683135
88.00443884,86.53461715,85.22462838,83.96167861,82.83628254,81.59018613,0,84.15914558,83.99282022,82.97609777,0,80.49496426,83.46749631,82.96703715,81.83004323,81.87223663,0,79.41367864,82.41582197,82.96253798,81.86652655,79.92755887,0,78.3461527,81.31002921,0,81.92122763,80.75731048,78.61479694,77.74755324,82.09737292,79.79910657,80.74459371,80.94756181,79.73640982,78.57660932
88.12439658,86.65320673,85.34186924,84.07760236,82.95104705,81.70366116,0,84.27638644,84.10875844,83.09086388,0,80.60730454,83.58327791,83.08281889,81.94468922,81.98584186,0,79.52489552,82.53041577,83.07689187,81.97962614,80.03943797,0,78.45625741,81.42347707,0,82.03304116,80.86788356,78.72413521,77.8557708,82.2096855,79.910296,80.85509851,81.05696908,79.84471543,78.68382218
88.24315476,86.77061042,85.45793769,84.19236688,83.06466392,81.81600144,0,84.39245489,84.22353728,83.20448233,0,80.71852142,83.69790172,83.19744282,82.05818875,82.09831105,0,79.63500024,82.64386365,83.19010222,82.09159474,80.15019829,0,78.56526108,81.53579047,0,82.14373657,80.97735092,78.8323801,77.9629062,82.32087503,80.02037362,80.96449828,81.16528228,79.95193799,78.78996293
88.36072535,86.88684008,85.57284547,84.30598375,83.17714463,81.92721832,0,84.50736267,84.33716834,83.31696459,0,80.82862614,83.8113793,83.31092052,82.17055329,82.20965555,0,79.74400391,82.75617706,83.30218048,82.20244365,80.25985101,0,78.67317472,81.64698075,0,82.25332503,81.08572361,78.93954255,78.06897024,82.43095274,80.12935054,81.07280406,81.27251237,80.05808834,78.89504228
88.47712025,87.00190744,85.68660417,84.41846446,83.28850053,82.03732304,0,84.62112137,84.44966308,83.42832204,0,80.93762981,83.92372213,83.42326344,82.28179418,82.3198866,0,79.85191754,82.86736735,83.41313795,82.31218408,80.3684072,0,78.78000922,81.75705914,0,82.3618176,81.19301257,79.04563338,78.17397366,82.53992975,80.23723776,81.1800268,81.37867017,80.16317719,78.99907085
88.59235119,87.11582414,85.79922528,84.52982036,83.39874288,82.14632671,0,84.73374248,84.56103289,83.53856592,0,81.04554345,84.03494153,83.53448293,82.39192268,82.42901535,0,79.95875205,82.97744576,83.52298586,82.42082711,80.47587784,0,78.88577539,81.86603676,0,82.46922526,81.29922865,79.15066331,78.27792704,82.64781705,80.34404618,81.28617732,81.4837664,80.26721517,79.10205914
88.70642983,87.22860167,85.91072019,84.64006271,83.50788281,82.25424035,0,84.84523739,84.67128899,83.64770736,0,81.15237795,84.14504875,83.64459024,82.50094988,82.53705281,0,80.06451821,83.08642338,83.63173529,82.52838372,80.58227377,0,78.99048389,81.97392461,0,82.57555884,81.40438258,79.25464294,78.38084089,82.75462553,80.44978656,81.39126635,81.58781167,80.37021277,79.20401756
88.81936769,87.34025142,86.02110015,84.74920263,83.61593133,82.36107485,0,84.95561735,84.78044254,83.75575738,0,81.25814411,84.25405492,83.75359647,82.60888682,82.6440099,0,80.16922671,83.19431125,83.73939724,82.63486476,80.68760575,0,79.09414531,82.0807336,0,82.6808291,81.50848497,79.35758278,78.48272562,82.86036598,80.5544696,81.49530449,81.6908165,80.47218041,79.3049564
88.93117617,87.45078468,86.13037631,84.85725116,83.72289938,82.46684101,0,85.06489351,84.88850456,83.86272691,0,81.36285261,84.36197103,83.86151265,82.7157444,82.74989742,0,80.27288813,83.30112024,83.84598256,82.740281,80.79188441,0,79.19677011,82.1864745,0,82.78504665,81.61154634,79.45949323,78.5835915,82.96504908,80.65810585,81.59830226,81.7927913,80.57312838,79.40488587
89.04186657,87.56021261,86.23855971,84.96421921,83.82879775,82.57154951,0,85.17307691,84.99548596,83.96862675,0,81.46651403,84.46880798,83.96834966,82.8215334,82.85472607,0,80.37551294,83.40686115,83.95150204,82.84464308,80.89512029,0,79.29836868,82.291158,0,82.88822203,81.7135771,79.56038458,78.68344872,83.06868538,80.76070579,81.70027007,81.89374635,80.67306687,79.50381604
89.15145007,87.66854627,86.34566129,85.07011758,83.93363714,82.67521093,0,85.28017849,85.10139755,84.07346759,0,81.56913884,84.57457658,84.07411831,82.92626451,82.95850644,0,80.4771115,83.51154466,84.05596633,82.94796154,80.99732382,0,79.39895126,82.39479468,0,82.99036566,81.81458756,79.66026702,78.78230738,83.17128537,80.86227977,81.8012182,81.99369186,80.77200599,79.60175692
89.25993773,87.77579659,86.45169185,85.17495696,84.03742813,82.77783574,0,85.38620904,85.20625002,84.17726003,0,81.6707374,84.6792875,84.17882928,83.02994831,83.061249,0,80.57769408,83.61518134,84.15938597,83.05024681,81.09850531,0,79.49852801,82.49739499,0,83.09148786,81.91458792,79.75915064,78.88017745,83.27285938,80.96283804,81.90115686,82.09263792,80.86995572,79.69871839
89.36734052,87.88197441,86.5566621,85.27874796,84.14018122,82.8794343,0,85.4911793,85.31005397,84.28001454,0,81.77131998,84.78295132,84.28249314,83.13259528,83.16296414,0,80.67727084,83.71778166,84.26177143,83.15150924,81.19867499,0,79.597109,82.59896931,0,83.19159884,82.01358827,79.85704543,78.97706883,83.37341769,81.06239076,82.00009613,82.19059452,80.96692596,79.79471026
89.47366929,87.98709045,86.66058266,85.38150105,84.24190678,82.98001688,0,85.59509986,85.41281989,84.38174151,0,81.87089674,84.8855785,84.38512036,83.23421578,83.26366213,0,80.77585183,83.81935599,84.36313303,83.25175905,81.29784298,0,79.69470419,82.6995279,0,83.29070871,82.11159863,79.95396127,79.0729913,83.47297045,81.16094798,82.09804602,82.28757157,81.06292651,79.88974221
89.57893477,88.09115534,86.76346401,85.48322661,84.34261509,83.07959364,0,85.69798121,85.51455815,84.48245122,0,81.96947773,84.98717942,84.48672132,83.33482008,83.36335315,0,80.87344701,83.91991458,84.46348102,83.35100637,81.39601929,0,79.79132342,82.7990809,0,83.38882749,82.20862889,80.04990796,79.16795454,83.57152771,81.25851966,82.19501642,82.38357885,81.15796705,79.98382385
89.68314759,88.19417958,86.86531655,85.58393492,84.44231632,83.17817463,0,85.79983375,85.61527902,84.58215382,0,82.06707291,85.08776434,84.58730627,83.43441834,83.46204726,0,80.97006624,84.01946758,84.56282553,83.44926121,81.49321384,0,79.88697646,82.89763838,0,83.48596508,82.30468884,80.14489518,79.26196816,83.66909941,81.35511565,82.29101712,82.47862606,81.2520572,80.07696468
89.7863183,88.29617358,86.96615057,85.68363614,84.54102053,83.27576981,0,85.90066777,85.7149927,84.68085941,0,82.16369215,85.18734341,84.68688537,83.53302062,83.55975442,0,81.06571929,84.11802507,84.66117661,83.54653351,81.58943645,0,79.98167298,82.99521029,0,83.5821313,82.3997882,80.23893254,79.35504165,83.76569543,81.4507457,82.38605782,82.57272281,81.34520644,80.1691741
89.8884573,88.39714764,87.06597625,85.78234036,84.63873771,83.37238905,0,86.00049345,85.81370923,84.77857794,0,82.25934519,85.2859267,84.78546868,83.63063688,83.65648452,0,81.1604158,84.21559698,84.75854417,83.64283309,81.68469683,0,80.07542253,83.09180649,0,83.67733586,82.49393657,80.33202952,79.4471844,83.8613255,81.54541947,82.48014811,82.66587859,81.4374242,80.26046143
89.98957491,88.49711197,87.16480368,85.88005754,84.73547772,83.46804209,0,86.09932088,85.91143861,84.87531929,0,82.35404171,85.38352416,84.88306616,83.72727698,83.75224732,0,81.25416535,84.31219318,84.85493806,83.73816967,81.77900462,0,80.16823459,83.18743672,0,83.77158838,82.58714346,80.42419554,79.53840573,83.95599929,81.63914652,82.57329751,82.75810282,81.52871979,80.35083589
90.08968134,88.59607665,87.26264284,85.97679754,84.83125033,83.56273861,0,86.19716004,86.00819069,84.97109323,0,82.44779126,85.48014565,84.97968767,83.82295067,83.8470525,0,81.34697741,84.40782342,84.95036801,83.83255289,81.87236932,0,80.26011853,83.28211066,0,83.86489838,82.67941829,80.5154399,79.62871484,84.04972636,81.73193632,82.66551542,82.84940481,81.61910242,80.44030662
90.18878672,88.69405169,87.3595036,86.07257015,84.92606521,83.65648816,0,86.2940208,86.10397526,85.06590943,0,82.54060332,85.57580093,85.07534297,83.91766764,83.94090962,0,81.43886136,84.50249736,85.04484367,83.92599228,81.96480039,0,80.35108364,83.37583787,0,83.95727527,82.77077036,80.60577182,79.71812087,84.14251618,81.82379824,82.75681115,82.93979378,81.70858123,80.52888264
90.28690104,88.79104698,87.45539576,86.16738504,85.01993195,83.74930022,0,86.38991296,86.19880198,85.15977747,0,82.63248726,85.67049966,85.17004172,84.01143744,84.03382818,0,81.52982646,84.59622457,85.13837458,84.01849729,82.05630714,0,80.44113909,83.46862781,0,84.04872841,82.86120892,80.69520042,79.80663285,84.23437811,81.91474155,82.84719393,83.02927887,81.79716526,80.6165729
90.38403422,88.88707232,87.55032901,86.26125178,85.11286003,83.84118416,0,86.4848462,86.29268043,85.25270684,0,82.72345236,85.76425141,85.26379348,84.10426954,84.12581755,0,81.61988191,84.68901451,85.23097017,84.11007724,82.14689883,0,80.53029399,83.56048985,0,84.13926701,82.9507431,80.78373474,79.8942597,84.32532144,82.00477544,82.93667288,83.11786911,81.88486345,80.70338626
90.48019608,88.98213741,87.64431292,86.35417985,85.20485882,83.93214926,0,86.57883012,86.38562011,85.34470691,0,82.81350782,85.85706564,85.35660773,84.19617332,84.21688703,0,81.70903682,84.78087655,85.32263982,84.20074139,82.23658461,0,80.61855735,83.65143327,0,84.22890023,83.03938194,80.87138372,79.98101029,84.41535534,82.093909,83.02525705,83.20557346,81.97168466,80.78933149
90.57539631,89.07625185,87.73735699,86.44617865,85.29593763,84.02220472,0,86.67187419,86.47763039,85.43578698,0,82.90266272,85.94895173,85.44849384,84.28715807,84.30704582,0,81.79730017,84.87181998,85.41339277,84.29049891,82.32537353,0,80.70593807,83.74146727,0,84.31763712,83.12713439,80.95815622,80.06689338,84.50448892,82.18215124,83.11295538,83.29240076,82.05763766,80.87441728
90.66964455,89.16942515,87.82947063,86.53725746,85.38610566,84.11135962,0,86.76398783,86.56872057,85.52595625,0,82.99092608,86.03991897,85.53946109,84.37723297,84.39630303,0,81.8846809,84.96185397,85.50323819,84.37935886,82.41327456,0,80.79244499,83.83060092,0,84.40548664,83.21400932,81.04406099,80.15191764,84.59273117,82.26951107,83.19977673,83.37835979,82.14273114,80.95865221
